server,source_family,eval_csv,train_csv,command_txt,run_dir,env,domain,task,config,seed,target_steps,final_step,status,success_final,return_final,length_final,success_best,best_step,success_peak_after_500k,peak_step_after_500k,curve_points,trajectory_full,mtime,error
single4090,puzzle4x4,/root/sb-value-flows/exp/puzzle4x4_secondwave_single4090/stageA_W1_bcfm1_seed0/sd000_20260601_010946/eval.csv,/root/sb-value-flows/exp/puzzle4x4_secondwave_single4090/stageA_W1_bcfm1_seed0/sd000_20260601_010946/train.csv,,/root/sb-value-flows/exp/puzzle4x4_secondwave_single4090/stageA_W1_bcfm1_seed0/sd000_20260601_010946,UNKNOWN,UNKNOWN,UNKNOWN,stageA_W1_bcfm1_seed0,0,300000,300000,COMPLETED,0.2,-1844.4,441.5,0.2,300000,,,7,1:0 -> 50000:0 -> 100000:0 -> 150000:0 -> 200000:0.1 -> 250000:0.1 -> 300000:0.2,2026-06-01T02:24:40,
single4090,puzzle4x4,/root/sb-value-flows/exp/puzzle4x4_secondwave_single4090/stageA_W2_bcfm2_seed0/sd000_20260601_022446/eval.csv,/root/sb-value-flows/exp/puzzle4x4_secondwave_single4090/stageA_W2_bcfm2_seed0/sd000_20260601_022446/train.csv,,/root/sb-value-flows/exp/puzzle4x4_secondwave_single4090/stageA_W2_bcfm2_seed0/sd000_20260601_022446,UNKNOWN,UNKNOWN,UNKNOWN,stageA_W2_bcfm2_seed0,0,300000,300000,COMPLETED,0.2,-1978.6,469.1,0.2,300000,,,7,1:0 -> 50000:0 -> 100000:0 -> 150000:0.1 -> 200000:0.1 -> 250000:0 -> 300000:0.2,2026-06-01T03:39:23,
single4090,puzzle4x4,/root/sb-value-flows/exp/puzzle4x4_secondwave_single4090/stageA_W3_bcfm5_seed0/sd000_20260601_033930/eval.csv,/root/sb-value-flows/exp/puzzle4x4_secondwave_single4090/stageA_W3_bcfm5_seed0/sd000_20260601_033930/train.csv,,/root/sb-value-flows/exp/puzzle4x4_secondwave_single4090/stageA_W3_bcfm5_seed0/sd000_20260601_033930,UNKNOWN,UNKNOWN,UNKNOWN,stageA_W3_bcfm5_seed0,0,300000,300000,COMPLETED,0,-2179,500,0.4,250000,,,7,1:0 -> 50000:0 -> 100000:0 -> 150000:0 -> 200000:0.2 -> 250000:0.4 -> 300000:0,2026-06-01T04:54:12,
single4090,puzzle4x4,/root/sb-value-flows/exp/puzzle4x4_secondwave_single4090/stageA_W4_temp50_seed0/sd000_20260601_045418/eval.csv,/root/sb-value-flows/exp/puzzle4x4_secondwave_single4090/stageA_W4_temp50_seed0/sd000_20260601_045418/train.csv,,/root/sb-value-flows/exp/puzzle4x4_secondwave_single4090/stageA_W4_temp50_seed0/sd000_20260601_045418,UNKNOWN,UNKNOWN,UNKNOWN,stageA_W4_temp50_seed0,0,300000,300000,COMPLETED,0.4,-1748.3,402.9,0.4,200000,,,7,1:0 -> 50000:0 -> 100000:0 -> 150000:0 -> 200000:0.4 -> 250000:0.2 -> 300000:0.4,2026-06-01T06:08:52,
single4090,puzzle4x4,/root/sb-value-flows/exp/puzzle4x4_secondwave_single4090/stageA_W5_temp200_seed0/sd000_20260601_060858/eval.csv,/root/sb-value-flows/exp/puzzle4x4_secondwave_single4090/stageA_W5_temp200_seed0/sd000_20260601_060858/train.csv,,/root/sb-value-flows/exp/puzzle4x4_secondwave_single4090/stageA_W5_temp200_seed0/sd000_20260601_060858,UNKNOWN,UNKNOWN,UNKNOWN,stageA_W5_temp200_seed0,0,300000,300000,COMPLETED,0.2,-1776.8,449.2,0.6,250000,,,7,1:0 -> 50000:0 -> 100000:0 -> 150000:0 -> 200000:0.2 -> 250000:0.6 -> 300000:0.2,2026-06-01T07:23:37,
single4090,puzzle4x4,/root/sb-value-flows/exp/puzzle4x4_secondwave_single4090/stageA_W6_qmean_seed0/sd000_20260601_072342/eval.csv,/root/sb-value-flows/exp/puzzle4x4_secondwave_single4090/stageA_W6_qmean_seed0/sd000_20260601_072342/train.csv,,/root/sb-value-flows/exp/puzzle4x4_secondwave_single4090/stageA_W6_qmean_seed0/sd000_20260601_072342,UNKNOWN,UNKNOWN,UNKNOWN,stageA_W6_qmean_seed0,0,300000,300000,COMPLETED,0.2,-1903.5,449.6,0.2,300000,,,7,1:0 -> 50000:0 -> 100000:0 -> 150000:0 -> 200000:0 -> 250000:0 -> 300000:0.2,2026-06-01T08:38:18,
single4090,puzzle4x4,/root/sb-value-flows/exp/pm_puzzle4x4_light_tune_single4090_fixflag/stageB_V0_light_default_seed0/sd000_20260530_231113/eval.csv,/root/sb-value-flows/exp/pm_puzzle4x4_light_tune_single4090_fixflag/stageB_V0_light_default_seed0/sd000_20260530_231113/train.csv,,/root/sb-value-flows/exp/pm_puzzle4x4_light_tune_single4090_fixflag/stageB_V0_light_default_seed0/sd000_20260530_231113,UNKNOWN,UNKNOWN,UNKNOWN,stageB_V0_light_default_seed0,0,1000000,1000000,COMPLETED,0.2,-2429.7,475.7,0.4,450000,0.4,550000,21,1:0 -> 50000:0 -> 100000:0 -> 150000:0 -> 200000:0.3 -> 250000:0.2 -> 300000:0.2 -> 350000:0.3 -> 400000:0.2 -> 450000:0.4 -> 500000:0.2 -> 550000:0.4 -> 600000:0 -> 650000:0.4 -> 700000:0.1 -> 750000:0.2 -> 800000:0.4 -> 850000:0.2 -> 900000:0 -> 950000:0.1 -> 1000000:0.2,2026-05-31T03:17:03,
single4090,puzzle4x4,/root/sb-value-flows/exp/pm_puzzle4x4_light_tune_single4090_fixflag/stageB_V0_light_default_seed1/sd001_20260531_031709/eval.csv,/root/sb-value-flows/exp/pm_puzzle4x4_light_tune_single4090_fixflag/stageB_V0_light_default_seed1/sd001_20260531_031709/train.csv,,/root/sb-value-flows/exp/pm_puzzle4x4_light_tune_single4090_fixflag/stageB_V0_light_default_seed1/sd001_20260531_031709,UNKNOWN,UNKNOWN,UNKNOWN,stageB_V0_light_default_seed1,1,1000000,1000000,COMPLETED,0,-2781.1,500,0.5,400000,0.3,500000,21,1:0 -> 50000:0 -> 100000:0 -> 150000:0 -> 200000:0.1 -> 250000:0.2 -> 300000:0.2 -> 350000:0.2 -> 400000:0.5 -> 450000:0.2 -> 500000:0.3 -> 550000:0.2 -> 600000:0.2 -> 650000:0.1 -> 700000:0 -> 750000:0 -> 800000:0 -> 850000:0.1 -> 900000:0 -> 950000:0 -> 1000000:0,2026-05-31T07:22:10,
single4090,puzzle4x4,/root/sb-value-flows/exp/pm_puzzle4x4_light_tune_single4090_fixflag/stageB_V0_light_default_seed2/sd002_20260531_072216/eval.csv,/root/sb-value-flows/exp/pm_puzzle4x4_light_tune_single4090_fixflag/stageB_V0_light_default_seed2/sd002_20260531_072216/train.csv,,/root/sb-value-flows/exp/pm_puzzle4x4_light_tune_single4090_fixflag/stageB_V0_light_default_seed2/sd002_20260531_072216,UNKNOWN,UNKNOWN,UNKNOWN,stageB_V0_light_default_seed2,2,1000000,1000000,COMPLETED,0.3,-1996.6,452.3,0.3,350000,0.3,650000,21,1:0 -> 50000:0 -> 100000:0.1 -> 150000:0.1 -> 200000:0 -> 250000:0.1 -> 300000:0.1 -> 350000:0.3 -> 400000:0.1 -> 450000:0 -> 500000:0 -> 550000:0.1 -> 600000:0 -> 650000:0.3 -> 700000:0.1 -> 750000:0 -> 800000:0 -> 850000:0.2 -> 900000:0.1 -> 950000:0 -> 1000000:0.3,2026-05-31T11:27:18,
single4090,puzzle4x4,/root/sb-value-flows/exp/pm_puzzle4x4_light_tune_single4090_fixflag/stageB_V1_actor_0p003_seed0/sd000_20260531_112724/eval.csv,/root/sb-value-flows/exp/pm_puzzle4x4_light_tune_single4090_fixflag/stageB_V1_actor_0p003_seed0/sd000_20260531_112724/train.csv,,/root/sb-value-flows/exp/pm_puzzle4x4_light_tune_single4090_fixflag/stageB_V1_actor_0p003_seed0/sd000_20260531_112724,UNKNOWN,UNKNOWN,UNKNOWN,stageB_V1_actor_0p003_seed0,0,1000000,1000000,COMPLETED,0.3,-2426,452.5,0.4,450000,0.3,750000,21,1:0 -> 50000:0 -> 100000:0 -> 150000:0.1 -> 200000:0.3 -> 250000:0 -> 300000:0.1 -> 350000:0 -> 400000:0 -> 450000:0.4 -> 500000:0.2 -> 550000:0.2 -> 600000:0 -> 650000:0.2 -> 700000:0.1 -> 750000:0.3 -> 800000:0.3 -> 850000:0 -> 900000:0 -> 950000:0.3 -> 1000000:0.3,2026-05-31T15:34:22,
single4090,puzzle4x4,/root/sb-value-flows/exp/pm_puzzle4x4_light_tune_single4090_fixflag/stageB_V1_actor_0p003_seed1/sd001_20260531_153428/eval.csv,/root/sb-value-flows/exp/pm_puzzle4x4_light_tune_single4090_fixflag/stageB_V1_actor_0p003_seed1/sd001_20260531_153428/train.csv,,/root/sb-value-flows/exp/pm_puzzle4x4_light_tune_single4090_fixflag/stageB_V1_actor_0p003_seed1/sd001_20260531_153428,UNKNOWN,UNKNOWN,UNKNOWN,stageB_V1_actor_0p003_seed1,1,1000000,1000000,COMPLETED,0.3,-1732.7,414.4,0.5,200000,0.4,500000,21,1:0 -> 50000:0 -> 100000:0 -> 150000:0 -> 200000:0.5 -> 250000:0.1 -> 300000:0.3 -> 350000:0.3 -> 400000:0.1 -> 450000:0.2 -> 500000:0.4 -> 550000:0.2 -> 600000:0.4 -> 650000:0.2 -> 700000:0.1 -> 750000:0.2 -> 800000:0.1 -> 850000:0.1 -> 900000:0.1 -> 950000:0.4 -> 1000000:0.3,2026-05-31T19:41:50,
single4090,puzzle4x4,/root/sb-value-flows/exp/pm_puzzle4x4_light_tune_single4090_fixflag/stageB_V1_actor_0p003_seed2/sd002_20260531_194155/eval.csv,/root/sb-value-flows/exp/pm_puzzle4x4_light_tune_single4090_fixflag/stageB_V1_actor_0p003_seed2/sd002_20260531_194155/train.csv,,/root/sb-value-flows/exp/pm_puzzle4x4_light_tune_single4090_fixflag/stageB_V1_actor_0p003_seed2/sd002_20260531_194155,UNKNOWN,UNKNOWN,UNKNOWN,stageB_V1_actor_0p003_seed2,2,1000000,1000000,COMPLETED,0.1,-2430.8,496.6,0.6,850000,0.6,850000,21,1:0 -> 50000:0 -> 100000:0 -> 150000:0 -> 200000:0.1 -> 250000:0.5 -> 300000:0.1 -> 350000:0.2 -> 400000:0.4 -> 450000:0.2 -> 500000:0.1 -> 550000:0.2 -> 600000:0.2 -> 650000:0.2 -> 700000:0 -> 750000:0.1 -> 800000:0 -> 850000:0.6 -> 900000:0.2 -> 950000:0.5 -> 1000000:0.1,2026-05-31T23:46:52,
single4090,puzzle4x4,/root/sb-value-flows/exp/puzzle4x4_secondwave_single4090/stageB_W0_current_seed0/sd000_20260601_205753/eval.csv,/root/sb-value-flows/exp/puzzle4x4_secondwave_single4090/stageB_W0_current_seed0/sd000_20260601_205753/train.csv,,/root/sb-value-flows/exp/puzzle4x4_secondwave_single4090/stageB_W0_current_seed0/sd000_20260601_205753,UNKNOWN,UNKNOWN,UNKNOWN,stageB_W0_current_seed0,0,1000000,1000000,COMPLETED,0.1,-2486.6,487.4,0.4,400000,0.4,500000,21,1:0 -> 50000:0 -> 100000:0 -> 150000:0.2 -> 200000:0.2 -> 250000:0.1 -> 300000:0 -> 350000:0.1 -> 400000:0.4 -> 450000:0.2 -> 500000:0.4 -> 550000:0.4 -> 600000:0 -> 650000:0.1 -> 700000:0.2 -> 750000:0.3 -> 800000:0.1 -> 850000:0.1 -> 900000:0 -> 950000:0.1 -> 1000000:0.1,2026-06-02T01:03:27,
single4090,puzzle4x4,/root/sb-value-flows/exp/puzzle4x4_secondwave_single4090/stageB_W0_current_seed1/sd001_20260602_010332/eval.csv,/root/sb-value-flows/exp/puzzle4x4_secondwave_single4090/stageB_W0_current_seed1/sd001_20260602_010332/train.csv,,/root/sb-value-flows/exp/puzzle4x4_secondwave_single4090/stageB_W0_current_seed1/sd001_20260602_010332,UNKNOWN,UNKNOWN,UNKNOWN,stageB_W0_current_seed1,1,1000000,1000000,COMPLETED,0,-2260.9,500,0.4,250000,0.2,500000,21,1:0 -> 50000:0 -> 100000:0 -> 150000:0 -> 200000:0.1 -> 250000:0.4 -> 300000:0.1 -> 350000:0.1 -> 400000:0.2 -> 450000:0.2 -> 500000:0.2 -> 550000:0.1 -> 600000:0 -> 650000:0 -> 700000:0 -> 750000:0 -> 800000:0 -> 850000:0 -> 900000:0 -> 950000:0 -> 1000000:0,2026-06-02T05:09:12,
single4090,puzzle4x4,/root/sb-value-flows/exp/puzzle4x4_secondwave_single4090/stageB_W0_current_seed2/sd002_20260602_050918/eval.csv,/root/sb-value-flows/exp/puzzle4x4_secondwave_single4090/stageB_W0_current_seed2/sd002_20260602_050918/train.csv,,/root/sb-value-flows/exp/puzzle4x4_secondwave_single4090/stageB_W0_current_seed2/sd002_20260602_050918,UNKNOWN,UNKNOWN,UNKNOWN,stageB_W0_current_seed2,2,1000000,1000000,COMPLETED,0.1,-2410.9,495,0.5,300000,0.4,700000,21,1:0 -> 50000:0 -> 100000:0 -> 150000:0.2 -> 200000:0 -> 250000:0.2 -> 300000:0.5 -> 350000:0.2 -> 400000:0.4 -> 450000:0.3 -> 500000:0.3 -> 550000:0.2 -> 600000:0.3 -> 650000:0.2 -> 700000:0.4 -> 750000:0 -> 800000:0 -> 850000:0.2 -> 900000:0.3 -> 950000:0 -> 1000000:0.1,2026-06-02T09:14:02,
single4090,puzzle4x4,/root/sb-value-flows/exp/puzzle4x4_secondwave_single4090/stageB_W4_temp50_seed0/sd000_20260601_083824/eval.csv,/root/sb-value-flows/exp/puzzle4x4_secondwave_single4090/stageB_W4_temp50_seed0/sd000_20260601_083824/train.csv,,/root/sb-value-flows/exp/puzzle4x4_secondwave_single4090/stageB_W4_temp50_seed0/sd000_20260601_083824,UNKNOWN,UNKNOWN,UNKNOWN,stageB_W4_temp50_seed0,0,1000000,1000000,COMPLETED,0.1,-2052.7,468.4,0.5,200000,0.4,550000,21,1:0 -> 50000:0 -> 100000:0 -> 150000:0.2 -> 200000:0.5 -> 250000:0.4 -> 300000:0.1 -> 350000:0.4 -> 400000:0.3 -> 450000:0.1 -> 500000:0 -> 550000:0.4 -> 600000:0.1 -> 650000:0.2 -> 700000:0.3 -> 750000:0.1 -> 800000:0 -> 850000:0 -> 900000:0.1 -> 950000:0 -> 1000000:0.1,2026-06-01T12:45:25,
single4090,puzzle4x4,/root/sb-value-flows/exp/puzzle4x4_secondwave_single4090/stageB_W4_temp50_seed1/sd001_20260601_124531/eval.csv,/root/sb-value-flows/exp/puzzle4x4_secondwave_single4090/stageB_W4_temp50_seed1/sd001_20260601_124531/train.csv,,/root/sb-value-flows/exp/puzzle4x4_secondwave_single4090/stageB_W4_temp50_seed1/sd001_20260601_124531,UNKNOWN,UNKNOWN,UNKNOWN,stageB_W4_temp50_seed1,1,1000000,1000000,COMPLETED,0.1,-2196.7,500,0.3,450000,0.2,500000,21,1:0 -> 50000:0 -> 100000:0 -> 150000:0 -> 200000:0.1 -> 250000:0.1 -> 300000:0.1 -> 350000:0 -> 400000:0 -> 450000:0.3 -> 500000:0.2 -> 550000:0.1 -> 600000:0 -> 650000:0 -> 700000:0 -> 750000:0 -> 800000:0 -> 850000:0 -> 900000:0 -> 950000:0 -> 1000000:0.1,2026-06-01T16:51:36,
single4090,puzzle4x4,/root/sb-value-flows/exp/puzzle4x4_secondwave_single4090/stageB_W4_temp50_seed2/sd002_20260601_165143/eval.csv,/root/sb-value-flows/exp/puzzle4x4_secondwave_single4090/stageB_W4_temp50_seed2/sd002_20260601_165143/train.csv,,/root/sb-value-flows/exp/puzzle4x4_secondwave_single4090/stageB_W4_temp50_seed2/sd002_20260601_165143,UNKNOWN,UNKNOWN,UNKNOWN,stageB_W4_temp50_seed2,2,1000000,1000000,COMPLETED,0.5,-1665.4,395.7,0.5,1000000,0.5,1000000,21,1:0 -> 50000:0 -> 100000:0 -> 150000:0.1 -> 200000:0.1 -> 250000:0.2 -> 300000:0.1 -> 350000:0.2 -> 400000:0.2 -> 450000:0.3 -> 500000:0.3 -> 550000:0.1 -> 600000:0.3 -> 650000:0.1 -> 700000:0 -> 750000:0 -> 800000:0 -> 850000:0.1 -> 900000:0.1 -> 950000:0.2 -> 1000000:0.5,2026-06-01T20:57:47,
single4090,reliability,/root/sb-value-flows/exp/reliability_sb_puzzle3x3_overnight_single4090/phaseA_A1_action_std_lam0p001_seed0/sd000_20260603_175838/eval.csv,/root/sb-value-flows/exp/reliability_sb_puzzle3x3_overnight_single4090/phaseA_A1_action_std_lam0p001_seed0/sd000_20260603_175838/train.csv,,/root/sb-value-flows/exp/reliability_sb_puzzle3x3_overnight_single4090/phaseA_A1_action_std_lam0p001_seed0/sd000_20260603_175838,UNKNOWN,UNKNOWN,UNKNOWN,A1_action_std_lam0p001,0,300000,300000,COMPLETED,0.1,-1027.4,478.2,0.1,300000,,,7,1:0 -> 50000:0 -> 100000:0 -> 150000:0 -> 200000:0 -> 250000:0 -> 300000:0.1,2026-06-03T19:12:25,
single4090,reliability,/root/sb-value-flows/exp/reliability_sb_puzzle3x3_overnight_single4090/phaseA_A2_action_std_lam0p003_seed0/sd000_20260603_191232/eval.csv,/root/sb-value-flows/exp/reliability_sb_puzzle3x3_overnight_single4090/phaseA_A2_action_std_lam0p003_seed0/sd000_20260603_191232/train.csv,,/root/sb-value-flows/exp/reliability_sb_puzzle3x3_overnight_single4090/phaseA_A2_action_std_lam0p003_seed0/sd000_20260603_191232,UNKNOWN,UNKNOWN,UNKNOWN,A2_action_std_lam0p003,0,300000,300000,COMPLETED,0.1,-1173.4,484.3,0.1,300000,,,7,1:0 -> 50000:0 -> 100000:0 -> 150000:0 -> 200000:0 -> 250000:0 -> 300000:0.1,2026-06-03T20:26:28,
single4090,reliability,/root/sb-value-flows/exp/reliability_sb_puzzle3x3_overnight_single4090/phaseA_P0_particle_seed0/sd000_20260603_153103/eval.csv,/root/sb-value-flows/exp/reliability_sb_puzzle3x3_overnight_single4090/phaseA_P0_particle_seed0/sd000_20260603_153103/train.csv,,/root/sb-value-flows/exp/reliability_sb_puzzle3x3_overnight_single4090/phaseA_P0_particle_seed0/sd000_20260603_153103,UNKNOWN,UNKNOWN,UNKNOWN,P0_particle,0,300000,300000,COMPLETED,0,-1173.8,500,0,1,,,7,1:0 -> 50000:0 -> 100000:0 -> 150000:0 -> 200000:0 -> 250000:0 -> 300000:0,2026-06-03T16:44:45,
single4090,reliability,/root/sb-value-flows/exp/reliability_sb_puzzle3x3_overnight_single4090/phaseA_R2_flow_residual_disagree_std_lam0p001_seed0/sd000_20260603_214048/eval.csv,/root/sb-value-flows/exp/reliability_sb_puzzle3x3_overnight_single4090/phaseA_R2_flow_residual_disagree_std_lam0p001_seed0/sd000_20260603_214048/train.csv,,/root/sb-value-flows/exp/reliability_sb_puzzle3x3_overnight_single4090/phaseA_R2_flow_residual_disagree_std_lam0p001_seed0/sd000_20260603_214048,UNKNOWN,UNKNOWN,UNKNOWN,R2_flow_residual_disagree_std_lam0p001,0,300000,300000,COMPLETED,0,-1113.6,500,0.1,200000,,,7,1:0 -> 50000:0 -> 100000:0 -> 150000:0 -> 200000:0.1 -> 250000:0 -> 300000:0,2026-06-03T22:54:56,
single4090,reliability,/root/sb-value-flows/exp/reliability_sb_puzzle3x3_overnight_single4090/phaseA_R3_flow_residual_disagree_typicality_std_lam0p001_seed0/sd000_20260603_225503/eval.csv,/root/sb-value-flows/exp/reliability_sb_puzzle3x3_overnight_single4090/phaseA_R3_flow_residual_disagree_typicality_std_lam0p001_seed0/sd000_20260603_225503/train.csv,,/root/sb-value-flows/exp/reliability_sb_puzzle3x3_overnight_single4090/phaseA_R3_flow_residual_disagree_typicality_std_lam0p001_seed0/sd000_20260603_225503,UNKNOWN,UNKNOWN,UNKNOWN,R3_flow_residual_disagree_typicality_std_lam0p001,0,300000,300000,COMPLETED,0,-1058.2,500,0.1,150000,,,7,1:0 -> 50000:0 -> 100000:0 -> 150000:0.1 -> 200000:0 -> 250000:0 -> 300000:0,2026-06-04T00:09:27,
single4090,reliability,/root/sb-value-flows/exp/pm_puzzle4x4_light_tune_single4090_fixflag/stageA_V5_no_reliability_seed0/sd000_20260530_192614/eval.csv,/root/sb-value-flows/exp/pm_puzzle4x4_light_tune_single4090_fixflag/stageA_V5_no_reliability_seed0/sd000_20260530_192614/train.csv,,/root/sb-value-flows/exp/pm_puzzle4x4_light_tune_single4090_fixflag/stageA_V5_no_reliability_seed0/sd000_20260530_192614,UNKNOWN,UNKNOWN,UNKNOWN,reliability,0,300000,300000,COMPLETED,0.3,-1996.6,466.5,0.3,200000,,,7,1:0 -> 50000:0 -> 100000:0 -> 150000:0 -> 200000:0.3 -> 250000:0 -> 300000:0.3,2026-05-30T20:40:50,
single4090,reliability,/root/sb-value-flows/exp/reliability_sb_puzzle3x3_overnight_single4090/phaseA_A0_action_raw_lam0p001_seed0/sd000_20260603_164451/eval.csv,/root/sb-value-flows/exp/reliability_sb_puzzle3x3_overnight_single4090/phaseA_A0_action_raw_lam0p001_seed0/sd000_20260603_164451/train.csv,,/root/sb-value-flows/exp/reliability_sb_puzzle3x3_overnight_single4090/phaseA_A0_action_raw_lam0p001_seed0/sd000_20260603_164451,UNKNOWN,UNKNOWN,UNKNOWN,reliability,0,300000,300000,COMPLETED,0,-1129.1,500,0.1,250000,,,7,1:0 -> 50000:0 -> 100000:0 -> 150000:0 -> 200000:0 -> 250000:0.1 -> 300000:0,2026-06-03T17:58:32,
single4090,reliability,/root/sb-value-flows/exp/reliability_sb_puzzle3x3_overnight_single4090/phaseA_R1_flow_residual_std_lam0p001_seed0/sd000_20260603_202634/eval.csv,/root/sb-value-flows/exp/reliability_sb_puzzle3x3_overnight_single4090/phaseA_R1_flow_residual_std_lam0p001_seed0/sd000_20260603_202634/train.csv,,/root/sb-value-flows/exp/reliability_sb_puzzle3x3_overnight_single4090/phaseA_R1_flow_residual_std_lam0p001_seed0/sd000_20260603_202634,UNKNOWN,UNKNOWN,UNKNOWN,reliability,0,300000,300000,COMPLETED,0,-1155.9,500,0,1,,,7,1:0 -> 50000:0 -> 100000:0 -> 150000:0 -> 200000:0 -> 250000:0 -> 300000:0,2026-06-03T21:40:42,
single4090,reliability,/root/sb-value-flows/exp/reliability_sb_puzzle3x3_overnight_single4090/phaseA_R4_flow_residual_disagree_typicality_mean_lam0p001_seed0/sd000_20260604_000934/eval.csv,/root/sb-value-flows/exp/reliability_sb_puzzle3x3_overnight_single4090/phaseA_R4_flow_residual_disagree_typicality_mean_lam0p001_seed0/sd000_20260604_000934/train.csv,,/root/sb-value-flows/exp/reliability_sb_puzzle3x3_overnight_single4090/phaseA_R4_flow_residual_disagree_typicality_mean_lam0p001_seed0/sd000_20260604_000934,UNKNOWN,UNKNOWN,UNKNOWN,reliability,0,300000,300000,COMPLETED,0,-1212.6,500,0.1,150000,,,7,1:0 -> 50000:0 -> 100000:0 -> 150000:0.1 -> 200000:0 -> 250000:0.1 -> 300000:0,2026-06-04T01:24:59,
single4090,reliability,/root/sb-value-flows/exp/pm_medium_component_4090/V3_PM_reliability_only/sd003_20260524_004008/eval.csv,/root/sb-value-flows/exp/pm_medium_component_4090/V3_PM_reliability_only/sd003_20260524_004008/train.csv,,/root/sb-value-flows/exp/pm_medium_component_4090/V3_PM_reliability_only/sd003_20260524_004008,UNKNOWN,UNKNOWN,UNKNOWN,reliability,3,300000,100000,PARTIAL,0,0,1000,0.1,10000,,,11,1:0 -> 10000:0.1 -> 20000:0 -> 30000:0 -> 40000:0 -> 50000:0.1 -> 60000:0.1 -> 70000:0 -> 80000:0.1 -> 90000:0.1 -> 100000:0,2026-05-24T01:07:50,
single4090,selective_state_tuning_single4090,/root/autodl-tmp/sb-value-flows-runs/selective_state_tuning_single4090/exp/stageA_300k_puzzle_4x4_task1_A1_action_std_lam0p001_seed2/sd002_20260615_201119/eval.csv,/root/autodl-tmp/sb-value-flows-runs/selective_state_tuning_single4090/exp/stageA_300k_puzzle_4x4_task1_A1_action_std_lam0p001_seed2/sd002_20260615_201119/train.csv,/root/autodl-tmp/sb-value-flows-runs/selective_state_tuning_single4090/exp/stageA_300k_puzzle_4x4_task1_A1_action_std_lam0p001_seed2/sd002_20260615_201119/command.txt,/root/autodl-tmp/sb-value-flows-runs/selective_state_tuning_single4090/exp/stageA_300k_puzzle_4x4_task1_A1_action_std_lam0p001_seed2/sd002_20260615_201119,puzzle-4x4-play-singletask-task1-v0,puzzle-4x4-play,task1,A1_action_std_lam0p001,2,300000,300000,COMPLETED,0.4,-2092.9,407.1,0.4,250000,,,7,1:0 -> 50000:0 -> 100000:0.1 -> 150000:0.3 -> 200000:0.3 -> 250000:0.4 -> 300000:0.4,2026-06-15T21:25:45,
single4090,selective_state_tuning_single4090,/root/autodl-tmp/sb-value-flows-runs/selective_state_tuning_single4090/exp/stageA_300k_puzzle_4x4_task1_A2_action_std_lam0p003_seed2/sd002_20260615_212615/eval.csv,/root/autodl-tmp/sb-value-flows-runs/selective_state_tuning_single4090/exp/stageA_300k_puzzle_4x4_task1_A2_action_std_lam0p003_seed2/sd002_20260615_212615/train.csv,/root/autodl-tmp/sb-value-flows-runs/selective_state_tuning_single4090/exp/stageA_300k_puzzle_4x4_task1_A2_action_std_lam0p003_seed2/sd002_20260615_212615/command.txt,/root/autodl-tmp/sb-value-flows-runs/selective_state_tuning_single4090/exp/stageA_300k_puzzle_4x4_task1_A2_action_std_lam0p003_seed2/sd002_20260615_212615,puzzle-4x4-play-singletask-task1-v0,puzzle-4x4-play,task1,A2_action_std_lam0p003,2,300000,300000,COMPLETED,0.5,-2013.6,391.7,0.5,300000,,,7,1:0 -> 50000:0 -> 100000:0 -> 150000:0 -> 200000:0.3 -> 250000:0.4 -> 300000:0.5,2026-06-15T22:40:47,
single4090,selective_state_tuning_single4090,/root/autodl-tmp/sb-value-flows-runs/selective_state_tuning_single4090/exp/stageA_300k_puzzle_4x4_task1_MinimalSB_lam0p001_seed2/sd002_20260615_185554/eval.csv,/root/autodl-tmp/sb-value-flows-runs/selective_state_tuning_single4090/exp/stageA_300k_puzzle_4x4_task1_MinimalSB_lam0p001_seed2/sd002_20260615_185554/train.csv,/root/autodl-tmp/sb-value-flows-runs/selective_state_tuning_single4090/exp/stageA_300k_puzzle_4x4_task1_MinimalSB_lam0p001_seed2/sd002_20260615_185554/command.txt,/root/autodl-tmp/sb-value-flows-runs/selective_state_tuning_single4090/exp/stageA_300k_puzzle_4x4_task1_MinimalSB_lam0p001_seed2/sd002_20260615_185554,puzzle-4x4-play-singletask-task1-v0,puzzle-4x4-play,task1,MinimalSB_lam0p001,2,300000,300000,COMPLETED,0.3,-2180.6,431.2,0.4,150000,,,7,1:0 -> 50000:0 -> 100000:0 -> 150000:0.4 -> 200000:0.3 -> 250000:0.2 -> 300000:0.3,2026-06-15T20:10:50,
