run_id,server,machine_tag,modality,stage,protocol,env,domain,task_id,method_group,config_name,seed,target_steps,final_step,status,success_final,return_final,length_final,success_best,best_step,success_peak_after_500k,peak_step_after_500k,valueflow_success_mean,delta_vs_valueflow,eval_csv,train_csv,command_txt,run_dir,output_base,local_backup_path,git_branch,git_head,timestamp_start,timestamp_update,notes
4090d__visual_v6__visual-scene-play-singletask-task3-v0__A1_action_std_lam0p001__seed2__300000,4090d,4090d,visual,visual_v6,300k_screening,visual-scene-play-singletask-task3-v0,visual-scene-play,task3,A1_action_std,A1_action_std_lam0p001,2,300000,300000,COMPLETED,0,-1763.3,750,0,1,,,,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-scene-play_visual-scene-play-singletask-task3-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-scene-play_visual-scene-play-singletask-task3-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260610_185907/eval.csv,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-scene-play_visual-scene-play-singletask-task3-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-scene-play_visual-scene-play-singletask-task3-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260610_185907/train.csv,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-scene-play_visual-scene-play-singletask-task3-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-scene-play_visual-scene-play-singletask-task3-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260610_185907,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp,,fix-visual-pm-encoder,8beb46e642965e399802e40e6cf94a5238cdfad6,2026-06-10 18:59:07,2026-06-16 09:36:01,
4090d__visual_v6__visual-scene-play-singletask-task3-v0__R2_flow_residual_disagree_std_lam0p001__seed2__300000,4090d,4090d,visual,visual_v6,300k_screening,visual-scene-play-singletask-task3-v0,visual-scene-play,task3,R2_residual_disagree,R2_flow_residual_disagree_std_lam0p001,2,300000,300000,COMPLETED,0,-1625.8,750,0,1,,,,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-scene-play_visual-scene-play-singletask-task3-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/stageA_visual-scene-play_visual-scene-play-singletask-task3-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/sd002_20260610_185907/eval.csv,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-scene-play_visual-scene-play-singletask-task3-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/stageA_visual-scene-play_visual-scene-play-singletask-task3-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/sd002_20260610_185907/train.csv,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-scene-play_visual-scene-play-singletask-task3-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/stageA_visual-scene-play_visual-scene-play-singletask-task3-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/sd002_20260610_185907,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp,,fix-visual-pm-encoder,8beb46e642965e399802e40e6cf94a5238cdfad6,2026-06-10 18:59:07,2026-06-16 09:36:01,
4090d__visual_v6__visual-scene-play-singletask-task4-v0__A1_action_std_lam0p001__seed2__300000,4090d,4090d,visual,visual_v6,300k_screening,visual-scene-play-singletask-task4-v0,visual-scene-play,task4,A1_action_std,A1_action_std_lam0p001,2,300000,300000,COMPLETED,0,-972.6,750,0,1,,,,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-scene-play_visual-scene-play-singletask-task4-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-scene-play_visual-scene-play-singletask-task4-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260610_202011/eval.csv,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-scene-play_visual-scene-play-singletask-task4-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-scene-play_visual-scene-play-singletask-task4-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260610_202011/train.csv,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-scene-play_visual-scene-play-singletask-task4-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-scene-play_visual-scene-play-singletask-task4-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260610_202011,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp,,fix-visual-pm-encoder,8beb46e642965e399802e40e6cf94a5238cdfad6,2026-06-10 20:20:11,2026-06-16 09:36:01,
4090d__visual_v6__visual-scene-play-singletask-task4-v0__R2_flow_residual_disagree_std_lam0p001__seed2__300000,4090d,4090d,visual,visual_v6,300k_screening,visual-scene-play-singletask-task4-v0,visual-scene-play,task4,R2_residual_disagree,R2_flow_residual_disagree_std_lam0p001,2,300000,300000,COMPLETED,0.1,-1124,718,0.1,300000,,,,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-scene-play_visual-scene-play-singletask-task4-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/stageA_visual-scene-play_visual-scene-play-singletask-task4-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/sd002_20260610_202011/eval.csv,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-scene-play_visual-scene-play-singletask-task4-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/stageA_visual-scene-play_visual-scene-play-singletask-task4-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/sd002_20260610_202011/train.csv,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-scene-play_visual-scene-play-singletask-task4-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/stageA_visual-scene-play_visual-scene-play-singletask-task4-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/sd002_20260610_202011,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp,,fix-visual-pm-encoder,8beb46e642965e399802e40e6cf94a5238cdfad6,2026-06-10 20:20:11,2026-06-16 09:36:01,
4090d__visual_v6__visual-scene-play-singletask-task5-v0__A1_action_std_lam0p001__seed2__1000,4090d,4090d,visual,visual_v6,UNKNOWN,visual-scene-play-singletask-task5-v0,visual-scene-play,task5,A1_action_std,A1_action_std_lam0p001,2,1000,1000,COMPLETED,0,-1500,750,0,1,,,,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/domain_smoke_visual-scene-play_visual-scene-play-singletask-task5-v0_A1_action_std_lam0p001_seed2_1000/domain_smoke_visual-scene-play_visual-scene-play-singletask-task5-v0_A1_action_std_lam0p001_seed2_1000/sd002_20260609_195951/eval.csv,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/domain_smoke_visual-scene-play_visual-scene-play-singletask-task5-v0_A1_action_std_lam0p001_seed2_1000/domain_smoke_visual-scene-play_visual-scene-play-singletask-task5-v0_A1_action_std_lam0p001_seed2_1000/sd002_20260609_195951/train.csv,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/domain_smoke_visual-scene-play_visual-scene-play-singletask-task5-v0_A1_action_std_lam0p001_seed2_1000/domain_smoke_visual-scene-play_visual-scene-play-singletask-task5-v0_A1_action_std_lam0p001_seed2_1000/sd002_20260609_195951,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp,,fix-visual-pm-encoder,8beb46e642965e399802e40e6cf94a5238cdfad6,2026-06-09 19:59:51,2026-06-16 09:36:01,
4090d__visual_v6__visual-scene-play-singletask-task5-v0__A1_action_std_lam0p001__seed2__300000,4090d,4090d,visual,visual_v6,300k_screening,visual-scene-play-singletask-task5-v0,visual-scene-play,task5,A1_action_std,A1_action_std_lam0p001,2,300000,300000,COMPLETED,0,-1498.3,750,0,1,,,,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-scene-play_visual-scene-play-singletask-task5-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-scene-play_visual-scene-play-singletask-task5-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260610_214116/eval.csv,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-scene-play_visual-scene-play-singletask-task5-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-scene-play_visual-scene-play-singletask-task5-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260610_214116/train.csv,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-scene-play_visual-scene-play-singletask-task5-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-scene-play_visual-scene-play-singletask-task5-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260610_214116,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp,,fix-visual-pm-encoder,8beb46e642965e399802e40e6cf94a5238cdfad6,2026-06-10 21:41:16,2026-06-16 09:36:01,
4090d__visual_v6__visual-scene-play-singletask-task5-v0__R2_flow_residual_disagree_std_lam0p001__seed2__300000,4090d,4090d,visual,visual_v6,300k_screening,visual-scene-play-singletask-task5-v0,visual-scene-play,task5,R2_residual_disagree,R2_flow_residual_disagree_std_lam0p001,2,300000,300000,COMPLETED,0,-1517.3,750,0,1,,,,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-scene-play_visual-scene-play-singletask-task5-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/stageA_visual-scene-play_visual-scene-play-singletask-task5-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/sd002_20260610_214116/eval.csv,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-scene-play_visual-scene-play-singletask-task5-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/stageA_visual-scene-play_visual-scene-play-singletask-task5-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/sd002_20260610_214116/train.csv,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-scene-play_visual-scene-play-singletask-task5-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/stageA_visual-scene-play_visual-scene-play-singletask-task5-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/sd002_20260610_214116,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp,,fix-visual-pm-encoder,8beb46e642965e399802e40e6cf94a5238cdfad6,2026-06-10 21:41:16,2026-06-16 09:36:01,
4090d__visual_v7_matched_1m__visual-antmaze-medium-navigate-singletask-task1-v0__R2_flow_residual_disagree_std_lam0p001__seed2__1000000__sd002_20260611_205229,4090d,4090d,visual,visual_v7_matched_1m,partial,visual-antmaze-medium-navigate-singletask-task1-v0,visual-antmaze-medium-navigate,task1,R2_residual_disagree,R2_flow_residual_disagree_std_lam0p001,2,1000000,200000,PARTIAL,0.8,-619.98,620.78,0.8,200000,,,,,/root/autodl-tmp/sb-value-flows-runs/visual_matched_4090d_v7/exp/domain_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task1-v0_R2_flow_residual_disagree_std_lam0p001_seed2_1m_paper_like_b256_s16_f10/domain_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task1-v0_R2_flow_residual_disagree_std_lam0p001_seed2_1m_paper_like_b256_s16_f10/sd002_20260611_205229/eval.csv,/root/autodl-tmp/sb-value-flows-runs/visual_matched_4090d_v7/exp/domain_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task1-v0_R2_flow_residual_disagree_std_lam0p001_seed2_1m_paper_like_b256_s16_f10/domain_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task1-v0_R2_flow_residual_disagree_std_lam0p001_seed2_1m_paper_like_b256_s16_f10/sd002_20260611_205229/train.csv,,/root/autodl-tmp/sb-value-flows-runs/visual_matched_4090d_v7/exp/domain_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task1-v0_R2_flow_residual_disagree_std_lam0p001_seed2_1m_paper_like_b256_s16_f10/domain_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task1-v0_R2_flow_residual_disagree_std_lam0p001_seed2_1m_paper_like_b256_s16_f10/sd002_20260611_205229,/root/autodl-tmp/sb-value-flows-runs/visual_matched_4090d_v7/exp,,fix-visual-pm-encoder,8beb46e642965e399802e40e6cf94a5238cdfad6,2026-06-11 20:52:29,2026-06-16 09:36:03,
4090d__visual_v7_matched_1m__visual-antmaze-medium-navigate-singletask-task1-v0__R2_flow_residual_disagree_std_lam0p001__seed2__1000000__sd002_20260612_092355,4090d,4090d,visual,visual_v7_matched_1m,1m_matched_visual,visual-antmaze-medium-navigate-singletask-task1-v0,visual-antmaze-medium-navigate,task1,R2_residual_disagree,R2_flow_residual_disagree_std_lam0p001,2,1000000,1000000,COMPLETED,0.2,-940.48,940.68,0.78,200000,0.5,500000,,,/root/autodl-tmp/sb-value-flows-runs/visual_matched_4090d_v7/exp/domain_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task1-v0_R2_flow_residual_disagree_std_lam0p001_seed2_1m_paper_like_b256_s16_f10/domain_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task1-v0_R2_flow_residual_disagree_std_lam0p001_seed2_1m_paper_like_b256_s16_f10/sd002_20260612_092355/eval.csv,/root/autodl-tmp/sb-value-flows-runs/visual_matched_4090d_v7/exp/domain_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task1-v0_R2_flow_residual_disagree_std_lam0p001_seed2_1m_paper_like_b256_s16_f10/domain_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task1-v0_R2_flow_residual_disagree_std_lam0p001_seed2_1m_paper_like_b256_s16_f10/sd002_20260612_092355/train.csv,,/root/autodl-tmp/sb-value-flows-runs/visual_matched_4090d_v7/exp/domain_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task1-v0_R2_flow_residual_disagree_std_lam0p001_seed2_1m_paper_like_b256_s16_f10/domain_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task1-v0_R2_flow_residual_disagree_std_lam0p001_seed2_1m_paper_like_b256_s16_f10/sd002_20260612_092355,/root/autodl-tmp/sb-value-flows-runs/visual_matched_4090d_v7/exp,,fix-visual-pm-encoder,8beb46e642965e399802e40e6cf94a5238cdfad6,2026-06-12 09:23:55,2026-06-16 09:36:03,
4090d__visual_v7_matched_1m__visual-antmaze-medium-navigate-singletask-task2-v0__R2_flow_residual_disagree_std_lam0p001__seed2__1000000__sd002_20260611_205229,4090d,4090d,visual,visual_v7_matched_1m,partial,visual-antmaze-medium-navigate-singletask-task2-v0,visual-antmaze-medium-navigate,task2,R2_residual_disagree,R2_flow_residual_disagree_std_lam0p001,2,1000000,200000,PARTIAL,0.48,-816.68,817.16,0.48,200000,,,,,/root/autodl-tmp/sb-value-flows-runs/visual_matched_4090d_v7/exp/domain_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task2-v0_R2_flow_residual_disagree_std_lam0p001_seed2_1m_paper_like_b256_s16_f10/domain_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task2-v0_R2_flow_residual_disagree_std_lam0p001_seed2_1m_paper_like_b256_s16_f10/sd002_20260611_205229/eval.csv,/root/autodl-tmp/sb-value-flows-runs/visual_matched_4090d_v7/exp/domain_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task2-v0_R2_flow_residual_disagree_std_lam0p001_seed2_1m_paper_like_b256_s16_f10/domain_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task2-v0_R2_flow_residual_disagree_std_lam0p001_seed2_1m_paper_like_b256_s16_f10/sd002_20260611_205229/train.csv,,/root/autodl-tmp/sb-value-flows-runs/visual_matched_4090d_v7/exp/domain_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task2-v0_R2_flow_residual_disagree_std_lam0p001_seed2_1m_paper_like_b256_s16_f10/domain_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task2-v0_R2_flow_residual_disagree_std_lam0p001_seed2_1m_paper_like_b256_s16_f10/sd002_20260611_205229,/root/autodl-tmp/sb-value-flows-runs/visual_matched_4090d_v7/exp,,fix-visual-pm-encoder,8beb46e642965e399802e40e6cf94a5238cdfad6,2026-06-11 20:52:29,2026-06-16 09:36:03,
4090d__visual_v7_matched_1m__visual-antmaze-medium-navigate-singletask-task2-v0__R2_flow_residual_disagree_std_lam0p001__seed2__1000000__sd002_20260612_092355,4090d,4090d,visual,visual_v7_matched_1m,1m_matched_visual,visual-antmaze-medium-navigate-singletask-task2-v0,visual-antmaze-medium-navigate,task2,R2_residual_disagree,R2_flow_residual_disagree_std_lam0p001,2,1000000,1000000,COMPLETED,0.02,-991.98,992,0.82,200000,0.24,700000,,,/root/autodl-tmp/sb-value-flows-runs/visual_matched_4090d_v7/exp/domain_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task2-v0_R2_flow_residual_disagree_std_lam0p001_seed2_1m_paper_like_b256_s16_f10/domain_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task2-v0_R2_flow_residual_disagree_std_lam0p001_seed2_1m_paper_like_b256_s16_f10/sd002_20260612_092355/eval.csv,/root/autodl-tmp/sb-value-flows-runs/visual_matched_4090d_v7/exp/domain_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task2-v0_R2_flow_residual_disagree_std_lam0p001_seed2_1m_paper_like_b256_s16_f10/domain_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task2-v0_R2_flow_residual_disagree_std_lam0p001_seed2_1m_paper_like_b256_s16_f10/sd002_20260612_092355/train.csv,,/root/autodl-tmp/sb-value-flows-runs/visual_matched_4090d_v7/exp/domain_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task2-v0_R2_flow_residual_disagree_std_lam0p001_seed2_1m_paper_like_b256_s16_f10/domain_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task2-v0_R2_flow_residual_disagree_std_lam0p001_seed2_1m_paper_like_b256_s16_f10/sd002_20260612_092355,/root/autodl-tmp/sb-value-flows-runs/visual_matched_4090d_v7/exp,,fix-visual-pm-encoder,8beb46e642965e399802e40e6cf94a5238cdfad6,2026-06-12 09:23:55,2026-06-16 09:36:03,
4090d__visual_v7_matched_1m__visual-antmaze-medium-navigate-singletask-task3-v0__R2_flow_residual_disagree_std_lam0p001__seed2__1000000,4090d,4090d,visual,visual_v7_matched_1m,1m_matched_visual,visual-antmaze-medium-navigate-singletask-task3-v0,visual-antmaze-medium-navigate,task3,R2_residual_disagree,R2_flow_residual_disagree_std_lam0p001,2,1000000,1000000,COMPLETED,0.32,-837.64,837.96,0.8,100000,0.58,500000,,,/root/autodl-tmp/sb-value-flows-runs/visual_matched_4090d_v7/exp/domain_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task3-v0_R2_flow_residual_disagree_std_lam0p001_seed2_1m_paper_like_b256_s16_f10/domain_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task3-v0_R2_flow_residual_disagree_std_lam0p001_seed2_1m_paper_like_b256_s16_f10/sd002_20260613_115731/eval.csv,/root/autodl-tmp/sb-value-flows-runs/visual_matched_4090d_v7/exp/domain_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task3-v0_R2_flow_residual_disagree_std_lam0p001_seed2_1m_paper_like_b256_s16_f10/domain_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task3-v0_R2_flow_residual_disagree_std_lam0p001_seed2_1m_paper_like_b256_s16_f10/sd002_20260613_115731/train.csv,,/root/autodl-tmp/sb-value-flows-runs/visual_matched_4090d_v7/exp/domain_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task3-v0_R2_flow_residual_disagree_std_lam0p001_seed2_1m_paper_like_b256_s16_f10/domain_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task3-v0_R2_flow_residual_disagree_std_lam0p001_seed2_1m_paper_like_b256_s16_f10/sd002_20260613_115731,/root/autodl-tmp/sb-value-flows-runs/visual_matched_4090d_v7/exp,,fix-visual-pm-encoder,8beb46e642965e399802e40e6cf94a5238cdfad6,2026-06-13 11:57:31,2026-06-16 09:36:03,
4090d__visual_v7_matched_1m__visual-antmaze-medium-navigate-singletask-task4-v0__R2_flow_residual_disagree_std_lam0p001__seed2__1000000,4090d,4090d,visual,visual_v7_matched_1m,1m_matched_visual,visual-antmaze-medium-navigate-singletask-task4-v0,visual-antmaze-medium-navigate,task4,R2_residual_disagree,R2_flow_residual_disagree_std_lam0p001,2,1000000,1000000,COMPLETED,0.4,-883.84,884.24,0.86,100000,0.4,1000000,,,/root/autodl-tmp/sb-value-flows-runs/visual_matched_4090d_v7/exp/domain_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task4-v0_R2_flow_residual_disagree_std_lam0p001_seed2_1m_paper_like_b256_s16_f10/domain_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task4-v0_R2_flow_residual_disagree_std_lam0p001_seed2_1m_paper_like_b256_s16_f10/sd002_20260613_115731/eval.csv,/root/autodl-tmp/sb-value-flows-runs/visual_matched_4090d_v7/exp/domain_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task4-v0_R2_flow_residual_disagree_std_lam0p001_seed2_1m_paper_like_b256_s16_f10/domain_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task4-v0_R2_flow_residual_disagree_std_lam0p001_seed2_1m_paper_like_b256_s16_f10/sd002_20260613_115731/train.csv,,/root/autodl-tmp/sb-value-flows-runs/visual_matched_4090d_v7/exp/domain_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task4-v0_R2_flow_residual_disagree_std_lam0p001_seed2_1m_paper_like_b256_s16_f10/domain_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task4-v0_R2_flow_residual_disagree_std_lam0p001_seed2_1m_paper_like_b256_s16_f10/sd002_20260613_115731,/root/autodl-tmp/sb-value-flows-runs/visual_matched_4090d_v7/exp,,fix-visual-pm-encoder,8beb46e642965e399802e40e6cf94a5238cdfad6,2026-06-13 11:57:31,2026-06-16 09:36:03,
4090d__visual_v7_matched_1m__visual-antmaze-medium-navigate-singletask-task5-v0__R2_flow_residual_disagree_std_lam0p001__seed2__1000000,4090d,4090d,visual,visual_v7_matched_1m,1m_matched_visual,visual-antmaze-medium-navigate-singletask-task5-v0,visual-antmaze-medium-navigate,task5,R2_residual_disagree,R2_flow_residual_disagree_std_lam0p001,2,1000000,1000000,COMPLETED,0.12,-933.32,933.44,0.7,300000,0.3,600000,,,/root/autodl-tmp/sb-value-flows-runs/visual_matched_4090d_v7/exp/domain_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task5-v0_R2_flow_residual_disagree_std_lam0p001_seed2_1m_paper_like_b256_s16_f10/domain_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task5-v0_R2_flow_residual_disagree_std_lam0p001_seed2_1m_paper_like_b256_s16_f10/sd002_20260614_143015/eval.csv,/root/autodl-tmp/sb-value-flows-runs/visual_matched_4090d_v7/exp/domain_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task5-v0_R2_flow_residual_disagree_std_lam0p001_seed2_1m_paper_like_b256_s16_f10/domain_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task5-v0_R2_flow_residual_disagree_std_lam0p001_seed2_1m_paper_like_b256_s16_f10/sd002_20260614_143015/train.csv,,/root/autodl-tmp/sb-value-flows-runs/visual_matched_4090d_v7/exp/domain_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task5-v0_R2_flow_residual_disagree_std_lam0p001_seed2_1m_paper_like_b256_s16_f10/domain_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task5-v0_R2_flow_residual_disagree_std_lam0p001_seed2_1m_paper_like_b256_s16_f10/sd002_20260614_143015,/root/autodl-tmp/sb-value-flows-runs/visual_matched_4090d_v7/exp,,fix-visual-pm-encoder,8beb46e642965e399802e40e6cf94a5238cdfad6,2026-06-14 14:30:15,2026-06-16 09:36:03,
4090d__visual_v7_matched_1m__visual-antmaze-teleport-navigate-singletask-task1-v0__A1_action_std_lam0p001__seed2__1000000,4090d,4090d,visual,visual_v7_matched_1m,1m_matched_visual,visual-antmaze-teleport-navigate-singletask-task1-v0,visual-antmaze-teleport-navigate,task1,A1_action_std,A1_action_std_lam0p001,2,1000000,1000000,COMPLETED,0.06,-969.34,969.4,0.16,200000,0.06,1000000,,,/root/autodl-tmp/sb-value-flows-runs/visual_matched_4090d_v7/exp/domain_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task1-v0_A1_action_std_lam0p001_seed2_1m_paper_like_b256_s16_f10/domain_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task1-v0_A1_action_std_lam0p001_seed2_1m_paper_like_b256_s16_f10/sd002_20260614_143015/eval.csv,/root/autodl-tmp/sb-value-flows-runs/visual_matched_4090d_v7/exp/domain_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task1-v0_A1_action_std_lam0p001_seed2_1m_paper_like_b256_s16_f10/domain_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task1-v0_A1_action_std_lam0p001_seed2_1m_paper_like_b256_s16_f10/sd002_20260614_143015/train.csv,,/root/autodl-tmp/sb-value-flows-runs/visual_matched_4090d_v7/exp/domain_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task1-v0_A1_action_std_lam0p001_seed2_1m_paper_like_b256_s16_f10/domain_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task1-v0_A1_action_std_lam0p001_seed2_1m_paper_like_b256_s16_f10/sd002_20260614_143015,/root/autodl-tmp/sb-value-flows-runs/visual_matched_4090d_v7/exp,,fix-visual-pm-encoder,8beb46e642965e399802e40e6cf94a5238cdfad6,2026-06-14 14:30:15,2026-06-16 09:36:03,
